"YEAR","COUNTY","PLACE","CFIPS","PFIPS","Total Population",
"1995","Otero County","Manzanola","89","48500","496",
"2004","Otero County","Manzanola","89","48500","481",
"1983","Otero County","Manzanola","89","48500","453",
"1982","Otero County","Manzanola","89","48500","440",
"1981","Otero County","Manzanola","89","48500","453",
"1991","Otero County","Manzanola","89","48500","453",
"1992","Otero County","Manzanola","89","48500","461",
"1987","Otero County","Manzanola","89","48500","451",
"2003","Otero County","Manzanola","89","48500","490",
"1999","Otero County","Manzanola","89","48500","522",
"1990","Otero County","Manzanola","89","48500","437",
"1989","Otero County","Manzanola","89","48500","442",
"1988","Otero County","Manzanola","89","48500","452",
"2002","Otero County","Manzanola","89","48500","493",
"1996","Otero County","Manzanola","89","48500","505",
"1997","Otero County","Manzanola","89","48500","514",
"1985","Otero County","Manzanola","89","48500","460",
"1980","Otero County","Manzanola","89","48500","459",
"1994","Otero County","Manzanola","89","48500","482",
"1986","Otero County","Manzanola","89","48500","456",
"1984","Otero County","Manzanola","89","48500","458",
"2005","Otero County","Manzanola","89","48500","472",
"2000","Otero County","Manzanola","89","48500","522",
"2001","Otero County","Manzanola","89","48500","509",
"1998","Otero County","Manzanola","89","48500","516",
"2009","Otero County","Manzanola","89","48500","441",
"2007","Otero County","Manzanola","89","48500","453",
"2008","Otero County","Manzanola","89","48500","445",
"2000","Gunnison County","Marble","51","48555","106",
"2001","Gunnison County","Marble","51","48555","109",
"2003","Gunnison County","Marble","51","48555","110",
"1995","Gunnison County","Marble","51","48555","86",
"1983","Gunnison County","Marble","51","48555","39",
"2002","Gunnison County","Marble","51","48555","109",
"1980","Gunnison County","Marble","51","48555","30",
"1994","Gunnison County","Marble","51","48555","80",
"1991","Gunnison County","Marble","51","48555","67",
"1997","Gunnison County","Marble","51","48555","96",
"2004","Gunnison County","Marble","51","48555","114",
"1998","Gunnison County","Marble","51","48555","99",
"1996","Gunnison County","Marble","51","48555","91",
"1999","Gunnison County","Marble","51","48555","102",
"1989","Gunnison County","Marble","51","48555","64",
"1987","Gunnison County","Marble","51","48555","55",
"1982","Gunnison County","Marble","51","48555","36",
"2006","Gunnison County","Marble","51","48555","121",
"1986","Gunnison County","Marble","51","48555","51",
"1988","Gunnison County","Marble","51","48555","56",
"1985","Gunnison County","Marble","51","48555","47",
"1984","Gunnison County","Marble","51","48555","44",
"1993","Gunnison County","Marble","51","48555","76",
"1981","Gunnison County","Marble","51","48555","33",
"1990","Gunnison County","Marble","51","48555","64",
"1992","Gunnison County","Marble","51","48555","71",
"2005","Gunnison County","Marble","51","48555","119",
"2008","Gunnison County","Marble","51","48555","126",
"2007","Gunnison County","Marble","51","48555","123",
"2009","Gunnison County","Marble","51","48555","130",
"1992","Weld County","Mead","123","49600","490",
"2004","Weld County","Mead","123","49600","2,364",
"2005","Weld County","Mead","123","49600","2,590",
"1999","Weld County","Mead","123","49600","1,765",
"1994","Weld County","Mead","123","49600","555",
"1983","Weld County","Mead","123","49600","371",
"1985","Weld County","Mead","123","49600","431",
"2002","Weld County","Mead","123","49600","2,107",
"2003","Weld County","Mead","123","49600","2,157",
"1980","Weld County","Mead","123","49600","356",
"1997","Weld County","Mead","123","49600","1,161",
"1996","Weld County","Mead","123","49600","883",
"1993","Weld County","Mead","123","49600","517",
"1982","Weld County","Mead","123","49600","360",
"1995","Weld County","Mead","123","49600","587",
"2001","Weld County","Mead","123","49600","2,088",
"1986","Weld County","Mead","123","49600","430",
"1987","Weld County","Mead","123","49600","442",
"1989","Weld County","Mead","123","49600","452",
"1981","Weld County","Mead","123","49600","359",
"2000","Weld County","Mead","123","49600","1,997",
"1990","Weld County","Mead","123","49600","456",
"1998","Weld County","Mead","123","49600","1,441",
"1988","Weld County","Mead","123","49600","447",
"1991","Weld County","Mead","123","49600","471",
"1984","Weld County","Mead","123","49600","415",
"2006","Weld County","Mead","123","49600","2,786",
"2008","Weld County","Mead","123","49600","3,240",
"2009","Weld County","Mead","123","49600","3,371",
"2007","Weld County","Mead","123","49600","3,044",
"2001","Rio Blanco County","Meeker","103","49875","2,190",
"1994","Rio Blanco County","Meeker","103","49875","2,256",
"1991","Rio Blanco County","Meeker","103","49875","2,132",
"1993","Rio Blanco County","Meeker","103","49875","2,231",
"1988","Rio Blanco County","Meeker","103","49875","2,201",
"1980","Rio Blanco County","Meeker","103","49875","2,356",
"1999","Rio Blanco County","Meeker","103","49875","2,267",
"1987","Rio Blanco County","Meeker","103","49875","2,246",
"1982","Rio Blanco County","Meeker","103","49875","2,640",
"1996","Rio Blanco County","Meeker","103","49875","2,301",
"1984","Rio Blanco County","Meeker","103","49875","2,314",
"2002","Rio Blanco County","Meeker","103","49875","2,221",
"1989","Rio Blanco County","Meeker","103","49875","2,143",
"1990","Rio Blanco County","Meeker","103","49875","2,098",
"1998","Rio Blanco County","Meeker","103","49875","2,301",
"2006","Rio Blanco County","Meeker","103","49875","2,217",
"2003","Rio Blanco County","Meeker","103","49875","2,188",
"2004","Rio Blanco County","Meeker","103","49875","2,195",
"1992","Rio Blanco County","Meeker","103","49875","2,203",
"1981","Rio Blanco County","Meeker","103","49875","2,551",
"1986","Rio Blanco County","Meeker","103","49875","2,047",
"1995","Rio Blanco County","Meeker","103","49875","2,313",
"2000","Rio Blanco County","Meeker","103","49875","2,234",
"1983","Rio Blanco County","Meeker","103","49875","2,656",
"2005","Rio Blanco County","Meeker","103","49875","2,157",
"1985","Rio Blanco County","Meeker","103","49875","2,131",
"1997","Rio Blanco County","Meeker","103","49875","2,311",
"2009","Rio Blanco County","Meeker","103","49875","2,350",
"2008","Rio Blanco County","Meeker","103","49875","2,309",
"2007","Rio Blanco County","Meeker","103","49875","2,258",
"1985","Logan County","Merino","75","50040","281",
"1990","Logan County","Merino","75","50040","238",
"1981","Logan County","Merino","75","50040","255",
"1996","Logan County","Merino","75","50040","236",
"1994","Logan County","Merino","75","50040","232",
"2004","Logan County","Merino","75","50040","301",
"1987","Logan County","Merino","75","50040","270",
"1982","Logan County","Merino","75","50040","253",
"1984","Logan County","Merino","75","50040","279",
"1988","Logan County","Merino","75","50040","251",
"1980","Logan County","Merino","75","50040","255",
"1991","Logan County","Merino","75","50040","236",
"1995","Logan County","Merino","75","50040","237",
"1999","Logan County","Merino","75","50040","239",
"2002","Logan County","Merino","75","50040","285",
"2005","Logan County","Merino","75","50040","299",
"1998","Logan County","Merino","75","50040","230",
"1997","Logan County","Merino","75","50040","235",
"2000","Logan County","Merino","75","50040","242",
"1992","Logan County","Merino","75","50040","236",
"2003","Logan County","Merino","75","50040","294",
"1983","Logan County","Merino","75","50040","269",
"1989","Logan County","Merino","75","50040","238",
"2001","Logan County","Merino","75","50040","275",
"1993","Logan County","Merino","75","50040","231",
"2006","Logan County","Merino","75","50040","299",
"1986","Logan County","Merino","75","50040","272",
"2009","Logan County","Merino","75","50040","302",
"2007","Logan County","Merino","75","50040","300",
"2008","Logan County","Merino","75","50040","300",
"2006","Mesa County","Mesa Unincorp. Area","77","99990","65,231",
"1999","Mesa County","Mesa Unincorp. Area","77","99990","61,799",
"1983","Mesa County","Mesa Unincorp. Area","77","99990","58,954",
"2000","Mesa County","Mesa Unincorp. Area","77","99990","61,581",
"1991","Mesa County","Mesa Unincorp. Area","77","99990","59,067",
"2004","Mesa County","Mesa Unincorp. Area","77","99990","63,852",
"2002","Mesa County","Mesa Unincorp. Area","77","99990","63,160",
"1988","Mesa County","Mesa Unincorp. Area","77","99990","53,825",
"1997","Mesa County","Mesa Unincorp. Area","77","99990","57,602",
"2005","Mesa County","Mesa Unincorp. Area","77","99990","63,778",
"1984","Mesa County","Mesa Unincorp. Area","77","99990","56,406",
"1990","Mesa County","Mesa Unincorp. Area","77","99990","53,824",
"1994","Mesa County","Mesa Unincorp. Area","77","99990","56,969",
"1980","Mesa County","Mesa Unincorp. Area","77","99990","48,590",
"1992","Mesa County","Mesa Unincorp. Area","77","99990","59,661",
"1993","Mesa County","Mesa Unincorp. Area","77","99990","59,422",
"1989","Mesa County","Mesa Unincorp. Area","77","99990","55,802",
"1996","Mesa County","Mesa Unincorp. Area","77","99990","57,082",
"1986","Mesa County","Mesa Unincorp. Area","77","99990","52,000",
"1985","Mesa County","Mesa Unincorp. Area","77","99990","53,295",
"1982","Mesa County","Mesa Unincorp. Area","77","99990","57,836",
"2001","Mesa County","Mesa Unincorp. Area","77","99990","62,468",
"1998","Mesa County","Mesa Unincorp. Area","77","99990","58,369",
"1987","Mesa County","Mesa Unincorp. Area","77","99990","52,386",
"1995","Mesa County","Mesa Unincorp. Area","77","99990","56,191",
"1981","Mesa County","Mesa Unincorp. Area","77","99990","52,798",
"2003","Mesa County","Mesa Unincorp. Area","77","99990","63,788",
"2007","Mesa County","Mesa Unincorp. Area","77","99990","67,016",
"2009","Mesa County","Mesa Unincorp. Area","77","99990","69,896",
"2008","Mesa County","Mesa Unincorp. Area","77","99990","68,150",
"1981","Weld County","Milliken","123","50480","1,536",
"1995","Weld County","Milliken","123","50480","1,810",
"1988","Weld County","Milliken","123","50480","1,602",
"2000","Weld County","Milliken","123","50480","3,040",
"1989","Weld County","Milliken","123","50480","1,605",
"1997","Weld County","Milliken","123","50480","1,928",
"1984","Weld County","Milliken","123","50480","1,582",
"1980","Weld County","Milliken","123","50480","1,506",
"2005","Weld County","Milliken","123","50480","5,215",
"1991","Weld County","Milliken","123","50480","1,631",
"1983","Weld County","Milliken","123","50480","1,655",
"1994","Weld County","Milliken","123","50480","1,744",
"2006","Weld County","Milliken","123","50480","5,336",
"1993","Weld County","Milliken","123","50480","1,716",
"1985","Weld County","Milliken","123","50480","1,610",
"1999","Weld County","Milliken","123","50480","2,517",
"2002","Weld County","Milliken","123","50480","4,034",
"2004","Weld County","Milliken","123","50480","4,994",
"2001","Weld County","Milliken","123","50480","3,478",
"2003","Weld County","Milliken","123","50480","4,637",
"1990","Weld County","Milliken","123","50480","1,605",
"1987","Weld County","Milliken","123","50480","1,593",
"1998","Weld County","Milliken","123","50480","2,035",
"1992","Weld County","Milliken","123","50480","1,689",
"1982","Weld County","Milliken","123","50480","1,561",
"1986","Weld County","Milliken","123","50480","1,586",
"1996","Weld County","Milliken","123","50480","1,867",
"2008","Weld County","Milliken","123","50480","5,569",
"2009","Weld County","Milliken","123","50480","5,619",
"2007","Weld County","Milliken","123","50480","5,479",
"1991","Mineral County","Mineral Unincorp. Area","79","99990","215",
"1993","Mineral County","Mineral Unincorp. Area","79","99990","253",
"1986","Mineral County","Mineral Unincorp. Area","79","99990","234",
"2004","Mineral County","Mineral Unincorp. Area","79","99990","480",
"2000","Mineral County","Mineral Unincorp. Area","79","99990","458",
"2001","Mineral County","Mineral Unincorp. Area","79","99990","455",
"1995","Mineral County","Mineral Unincorp. Area","79","99990","311",
"1981","Mineral County","Mineral Unincorp. Area","79","99990","233",
"2005","Mineral County","Mineral Unincorp. Area","79","99990","463",
"1982","Mineral County","Mineral Unincorp. Area","79","99990","235",
"1988","Mineral County","Mineral Unincorp. Area","79","99990","232",
"1980","Mineral County","Mineral Unincorp. Area","79","99990","194",
"1987","Mineral County","Mineral Unincorp. Area","79","99990","240",
"2002","Mineral County","Mineral Unincorp. Area","79","99990","451",
"1997","Mineral County","Mineral Unincorp. Area","79","99990","375",
"2003","Mineral County","Mineral Unincorp. Area","79","99990","469",
"1992","Mineral County","Mineral Unincorp. Area","79","99990","231",
"1985","Mineral County","Mineral Unincorp. Area","79","99990","243",
"1999","Mineral County","Mineral Unincorp. Area","79","99990","432",
"1998","Mineral County","Mineral Unincorp. Area","79","99990","402",
"1994","Mineral County","Mineral Unincorp. Area","79","99990","284",
"1990","Mineral County","Mineral Unincorp. Area","79","99990","196",
"1984","Mineral County","Mineral Unincorp. Area","79","99990","244",
"1983","Mineral County","Mineral Unincorp. Area","79","99990","242",
"1989","Mineral County","Mineral Unincorp. Area","79","99990","207",
"2006","Mineral County","Mineral Unincorp. Area","79","99990","457",
"1996","Mineral County","Mineral Unincorp. Area","79","99990","349",
"2008","Mineral County","Mineral Unincorp. Area","79","99990","450",
"2007","Mineral County","Mineral Unincorp. Area","79","99990","469",
"2009","Mineral County","Mineral Unincorp. Area","79","99990","421",
"1999","Eagle County","Minturn","37","50920","1,056",
